2018-02-28 00:00:00,2018-02-28 00:00:23,server03,20.995,131.41,22.3
2018-02-28 00:01:00,2018-02-28 00:01:22,server03,22.744,130.95,22.04
2018-02-28 00:02:00,2018-02-28 00:02:23,server03,21.487,132.65,21.93
2018-02-28 00:03:00,2018-02-28 00:03:23,server03,22.344,131.92,16.67
2018-02-28 00:04:00,2018-02-28 00:04:22,server03,21.413,131.9,23.14
2018-02-28 00:05:00,2018-02-28 00:05:22,server03,21.421,130.63,22.81
2018-02-28 00:06:00,2018-02-28 00:06:23,server03,22.326,130.83,22.27
2018-02-28 00:07:00,2018-02-28 00:07:22,server03,20.414,130.83,21.83
2018-02-28 00:08:00,2018-02-28 00:08:23,server03,20.315,130.08,22.95
2018-02-28 00:09:00,2018-02-28 00:09:22,server03,20.999,128.75,23.31
2018-02-28 00:10:00,2018-02-28 00:10:22,server03,22.578,132.03,22.58
2018-02-28 00:11:00,2018-02-28 00:11:23,server03,21.812,130.89,23.14
2018-02-28 00:12:00,2018-02-28 00:12:23,server03,22.569,130.74,22.67
2018-02-28 00:13:00,2018-02-28 00:13:22,server01,21.871,131.51,22.32
2018-02-28 00:14:00,2018-02-28 00:14:22,server03,20.417,131.67,22.36
2018-02-28 00:15:00,2018-02-28 00:15:22,server03,21.679,131.3,22.56
2018-02-28 00:16:00,2018-02-28 00:16:22,server03,20.549,131.36,21.66
2018-02-28 00:17:00,2018-02-28 00:17:23,server03,20.746,131.4,21.87
2018-02-28 00:18:00,2018-02-28 00:18:23,server01,20.997,131.29,22.39
2018-02-28 00:19:00,2018-02-28 00:19:23,server01,20.802,131.81,21.23
2018-02-28 00:20:00,2018-02-28 00:20:23,server01,20.413,131.14,21.51
2018-02-28 00:21:00,2018-02-28 00:21:23,server01,21.649,130.9,22.59
2018-02-28 00:22:00,2018-02-28 00:22:23,server03,21.641,129.5,22.47
2018-02-28 00:23:00,2018-02-28 00:23:22,server03,23.627,130.45,22.08
2018-02-28 00:24:00,2018-02-28 00:24:23,server03,20.382,131.92,23.09
2018-02-28 00:25:00,2018-02-28 00:25:22,server03,24.358,131.73,23.08
2018-02-28 00:26:00,2018-02-28 00:26:22,server03,21.455,132.57,22.94
2018-02-28 00:27:00,2018-02-28 00:27:23,server03,21.155,132.33,21.56
2018-02-28 00:28:00,2018-02-28 00:28:22,server01,21.665,130.66,21.08
2018-02-28 00:29:00,2018-02-28 00:29:22,server03,22.11,132.61,22.99
2018-02-28 00:30:00,2018-02-28 00:30:23,server01,25.135,130.67,22.47
2018-02-28 00:31:00,2018-02-28 00:31:23,server03,22.726,131.88,22.55
2018-02-28 00:32:00,2018-02-28 00:32:23,server03,21.835,130.95,22.68
2018-02-28 00:33:00,2018-02-28 00:33:22,server03,21.22,131.2,22.9
2018-02-28 00:34:00,2018-02-28 00:34:22,server03,21.864,131.53,22.04
2018-02-28 00:35:00,2018-02-28 00:35:23,server03,22.096,131.73,23.17
2018-02-28 00:36:00,2018-02-28 00:36:23,server03,22.525,131.32,22.59
2018-02-28 00:37:00,2018-02-28 00:37:22,server03,21.403,131.59,23.31
2018-02-28 00:38:00,2018-02-28 00:38:22,server03,20.321,132,20.43
2018-02-28 00:39:00,2018-02-28 00:39:23,server03,21.426,131.69,23.03
2018-02-28 00:40:00,2018-02-28 00:40:22,server03,20.015,130.59,22.11
2018-02-28 00:41:00,2018-02-28 00:41:22,server03,19.644,131.74,22.7
2018-02-28 00:42:00,2018-02-28 00:42:23,server03,22.958,131.95,23.01
2018-02-28 00:43:00,2018-02-28 00:43:22,server03,21.402,131.49,22.1
2018-02-28 00:44:00,2018-02-28 00:44:22,server03,19.857,131.22,22.9
2018-02-28 00:45:00,2018-02-28 00:45:22,server03,21.071,132.09,23.41
2018-02-28 00:46:00,2018-02-28 00:46:23,server03,19.224,130.59,21.93
2018-02-28 00:47:00,2018-02-28 00:47:23,server03,21.901,130.06,22.66
2018-02-28 00:48:00,2018-02-28 00:48:22,server03,20.896,132.28,23.39
2018-02-28 00:49:00,2018-02-28 00:49:23,server03,21.636,127.12,23.41
2018-02-28 00:50:00,2018-02-28 00:50:22,server03,20.862,131.49,22.17
2018-02-28 00:51:00,2018-02-28 00:51:22,server03,20.747,130.69,22.47
2018-02-28 00:52:00,2018-02-28 00:52:22,server03,22.364,131.91,22.91
2018-02-28 00:53:00,2018-02-28 00:53:22,server03,22.137,131.94,21.77
2018-02-28 00:54:00,2018-02-28 00:54:23,server03,20.312,132.05,23.08
2018-02-28 00:55:00,2018-02-28 00:55:22,server03,21.943,131.81,21.06
2018-02-28 00:56:00,2018-02-28 00:56:22,server01,20.589,129.85,21.59
2018-02-28 00:57:00,2018-02-28 00:57:22,server01,21.706,129.48,22.49
2018-02-28 00:58:00,2018-02-28 00:58:23,server03,20.776,131.71,22.74
2018-02-28 00:59:00,2018-02-28 00:59:22,server03,21.642,130.81,22.7
2018-02-28 01:00:00,2018-02-28 01:00:27,server01,22.071,130.24,22.02
2018-02-28 01:01:00,2018-02-28 01:01:22,server03,21.233,131.23,23.33
2018-02-28 01:02:00,2018-02-28 01:02:22,server03,21.177,132.21,23.22
2018-02-28 01:03:00,2018-02-28 01:03:22,server03,21.013,132,23.48
2018-02-28 01:04:00,2018-02-28 01:04:22,server03,20.107,130.17,23.39
2018-02-28 01:05:00,2018-02-28 01:05:23,server03,20.932,131.02,22.18
2018-02-28 01:06:00,2018-02-28 01:06:23,server03,21.099,131.59,23.08
2018-02-28 01:07:00,2018-02-28 01:07:23,server03,20.824,131.24,21.9
2018-02-28 01:08:00,2018-02-28 01:08:24,server03,22.068,130.45,22.93
2018-02-28 01:09:00,2018-02-28 01:09:22,server03,22.724,132.22,22.77
2018-02-28 01:10:00,2018-02-28 01:10:22,server03,19.912,132.06,22.51
2018-02-28 01:11:00,2018-02-28 01:11:22,server03,20.052,131.29,23.33
2018-02-28 01:12:00,2018-02-28 01:12:23,server01,21.443,130.06,20.8
2018-02-28 01:13:00,2018-02-28 01:13:26,server03,22.776,131.94,13.15
2018-02-28 01:14:00,2018-02-28 01:14:23,server01,23.16,131.16,22.9
2018-02-28 01:15:00,2018-02-28 01:15:22,server03,21.41,131.23,23.19
2018-02-28 01:16:00,2018-02-28 01:16:22,server01,21.838,130.85,22.61
2018-02-28 01:17:00,2018-02-28 01:17:23,server03,21.859,131.02,21.87
2018-02-28 01:18:00,2018-02-28 01:18:23,server03,20.13,132.02,23.01
2018-02-28 01:19:00,2018-02-28 01:19:23,server03,22.275,130.82,21.14
2018-02-28 01:20:00,2018-02-28 01:20:23,server03,21.068,130.02,22.52
2018-02-28 01:21:00,2018-02-28 01:21:22,server03,21.854,131.83,22.77
2018-02-28 01:22:00,2018-02-28 01:22:22,server03,21.371,130.65,22.54
2018-02-28 01:23:00,2018-02-28 01:23:22,server03,21.59,132.34,22.27
2018-02-28 01:24:00,2018-02-28 01:24:23,server03,21.206,132.07,21.97
2018-02-28 01:25:00,2018-02-28 01:25:22,server03,20.509,131.57,23.09
2018-02-28 01:26:00,2018-02-28 01:26:23,server03,20.794,131.62,22.08
2018-02-28 01:27:00,2018-02-28 01:27:23,server01,22.53,130.5,21.97
2018-02-28 01:28:00,2018-02-28 01:28:23,server03,21.828,131.69,21.86
2018-02-28 01:29:00,2018-02-28 01:29:25,server01,23.428,130.35,20.45
2018-02-28 01:30:00,2018-02-28 01:30:23,server01,21.62,130.92,22.01
2018-02-28 01:31:00,2018-02-28 01:31:25,server03,20.673,131.66,22.14
2018-02-28 01:32:00,2018-02-28 01:32:23,server03,21.617,131.95,22.35
2018-02-28 01:33:00,2018-02-28 01:33:23,server03,20.747,131.9,23.49
2018-02-28 01:34:00,2018-02-28 01:34:23,server03,19.441,131.28,23.5
2018-02-28 01:35:00,2018-02-28 01:35:22,server03,20.647,128.03,21.93
2018-02-28 01:36:00,2018-02-28 01:36:23,server03,21.116,131.63,23.26
2018-02-28 01:37:00,2018-02-28 01:37:22,server03,20.802,131.32,21.89
2018-02-28 01:38:00,2018-02-28 01:38:23,server03,19.23,130.8,22.88
2018-02-28 01:39:00,2018-02-28 01:39:23,server03,21.593,131.3,22.59
2018-02-28 01:40:00,2018-02-28 01:40:22,server03,21.428,130.36,22.62
2018-02-28 01:41:00,2018-02-28 01:41:25,server03,21.168,129.34,23.34
2018-02-28 01:42:00,2018-02-28 01:42:23,server03,22.33,129.65,22.8
2018-02-28 01:43:00,2018-02-28 01:43:23,server01,20.356,130.31,22.3
2018-02-28 01:44:00,2018-02-28 01:44:22,server03,21.193,131.84,22.66
2018-02-28 01:45:00,2018-02-28 01:45:23,server03,21.875,131.93,22.02
2018-02-28 01:46:00,2018-02-28 01:46:23,server01,21.461,130.75,20.6
2018-02-28 01:47:00,2018-02-28 01:47:23,server03,21.864,131.61,21.89
2018-02-28 01:48:00,2018-02-28 01:48:23,server01,22.084,131.74,22.7
2018-02-28 01:49:00,2018-02-28 01:49:23,server03,19.018,131.71,21.36
2018-02-28 01:50:00,2018-02-28 01:50:22,server01,21.225,131.87,23.24
2018-02-28 01:51:00,2018-02-28 01:51:23,server03,21.178,131.38,22.61
2018-02-28 01:52:00,2018-02-28 01:52:22,server03,20.842,130.96,23.17
2018-02-28 01:53:00,2018-02-28 01:53:23,server03,23.874,130.48,23.29
2018-02-28 01:54:00,2018-02-28 01:54:22,server03,20.105,131.35,23.3
2018-02-28 01:55:00,2018-02-28 01:55:23,server03,19.883,130.92,23.22
2018-02-28 01:56:00,2018-02-28 01:56:23,server01,20.792,130.77,21.8
2018-02-28 01:57:00,2018-02-28 01:57:22,server03,22.372,131.45,22.59
2018-02-28 01:58:00,2018-02-28 01:58:22,server01,22.527,131.49,23.63
2018-02-28 01:59:00,2018-02-28 01:59:22,server03,20.971,130.99,23.07
2018-02-28 02:00:00,2018-02-28 02:00:23,server03,23.613,128.05,22.71
2018-02-28 02:01:00,2018-02-28 02:01:23,server01,21.637,131.57,21.8
2018-02-28 02:02:00,2018-02-28 02:02:23,server03,21.879,131.28,23.25
2018-02-28 02:03:00,2018-02-28 02:03:22,server03,20.159,131.84,20.95
2018-02-28 02:04:00,2018-02-28 02:04:22,server03,22.297,131.23,21.7
2018-02-28 02:05:00,2018-02-28 02:05:22,server03,21.001,132.31,23.38
2018-02-28 02:06:00,2018-02-28 02:06:23,server03,21.878,130.74,23.16
2018-02-28 02:07:00,2018-02-28 02:07:22,server03,21.066,131.3,23.49
2018-02-28 02:08:00,2018-02-28 02:08:23,server01,22.184,130.5,23.17
2018-02-28 02:09:00,2018-02-28 02:09:22,server01,21.673,132.2,21.07
2018-02-28 02:10:00,2018-02-28 02:10:23,server01,21.379,131.27,22.38
2018-02-28 02:11:00,2018-02-28 02:11:23,server03,21.842,131.4,22.75
2018-02-28 02:12:00,2018-02-28 02:12:22,server03,20.785,131.99,22.86
2018-02-28 02:13:00,2018-02-28 02:13:22,server03,19.866,131.63,23.28
2018-02-28 02:14:00,2018-02-28 02:14:22,server03,20.167,130.58,21.76
2018-02-28 02:15:00,2018-02-28 02:15:23,server01,22.872,132.32,21.63
2018-02-28 02:16:00,2018-02-28 02:16:22,server01,21.207,131.71,23.2
2018-02-28 02:17:00,2018-02-28 02:17:23,server03,22.077,131.46,22.6
2018-02-28 02:18:00,2018-02-28 02:18:23,server03,24.046,132.3,22.01
2018-02-28 02:19:00,2018-02-28 02:19:22,server03,22.506,131.84,23.33
2018-02-28 02:20:00,2018-02-28 02:20:23,server01,21.705,130.16,22.82
2018-02-28 02:21:00,2018-02-28 02:21:23,server03,22.55,125.16,23.13
2018-02-28 02:22:00,2018-02-28 02:22:22,server01,23.222,130.45,23.14
2018-02-28 02:23:00,2018-02-28 02:23:22,server03,21.18,131.1,22.95
2018-02-28 02:24:00,2018-02-28 02:24:23,server03,20.751,128.67,21.33
2018-02-28 02:25:00,2018-02-28 02:25:23,server03,20.949,131.4,22.64
2018-02-28 02:26:00,2018-02-28 02:26:22,server01,22.105,132.31,23.48
2018-02-28 02:27:00,2018-02-28 02:27:23,server03,22.073,131.16,23.26
2018-02-28 02:28:00,2018-02-28 02:28:23,server01,21.65,132.04,22.65
2018-02-28 02:29:00,2018-02-28 02:29:22,server03,20.752,129.6,22.29
2018-02-28 02:30:00,2018-02-28 02:30:28,server03,22.952,129.88,23.25
2018-02-28 02:31:00,2018-02-28 02:31:23,server03,20.415,130.68,22.56
2018-02-28 02:32:00,2018-02-28 02:32:23,server01,21.344,131.31,18
2018-02-28 02:33:00,2018-02-28 02:33:23,server03,21.865,132.49,23.09
2018-02-28 02:34:00,2018-02-28 02:34:22,server03,22.29,131.13,22.46
2018-02-28 02:35:00,2018-02-28 02:35:23,server03,22.963,130.96,22.73
2018-02-28 02:36:00,2018-02-28 02:36:22,server03,22.083,115.12,22.66
2018-02-28 02:37:00,2018-02-28 02:37:23,server03,21.19,130.94,23.58
2018-02-28 02:38:00,2018-02-28 02:38:22,server01,21.882,124.74,23.03
2018-02-28 02:39:00,2018-02-28 02:39:23,server01,20.549,131.41,22.57
2018-02-28 02:40:00,2018-02-28 02:40:26,server03,21.637,131.3,23.06
2018-02-28 02:41:00,2018-02-28 02:41:22,server03,22.067,131.8,21.74
2018-02-28 02:42:00,2018-02-28 02:42:22,server01,20.986,132.36,23.1
2018-02-28 02:43:00,2018-02-28 02:43:24,server03,20.974,131.89,15.1
2018-02-28 02:44:00,2018-02-28 02:44:23,server03,20.762,131.55,23.36
2018-02-28 02:45:00,2018-02-28 02:45:23,server03,21.625,131.83,22.15
2018-02-28 02:46:00,2018-02-28 02:46:22,server01,21.021,131.22,22.29
2018-02-28 02:47:00,2018-02-28 02:47:23,server03,21.322,131.22,22.11
2018-02-28 02:48:00,2018-02-28 02:48:23,server01,22.963,130.46,21.51
2018-02-28 02:49:00,2018-02-28 02:49:22,server03,22.046,131.78,22.15
2018-02-28 02:50:00,2018-02-28 02:50:22,server03,19.895,130.64,22.99
2018-02-28 02:51:00,2018-02-28 02:51:23,server03,21.988,131.45,21.87
2018-02-28 02:52:00,2018-02-28 02:52:23,server03,21.214,130.7,23.27
2018-02-28 02:53:00,2018-02-28 02:53:22,server01,21.108,132.16,22.92
2018-02-28 02:54:00,2018-02-28 02:54:29,server03,21.561,125.34,22.88
2018-02-28 02:55:00,2018-02-28 02:55:23,server03,20.323,131.21,21.97
2018-02-28 02:56:00,2018-02-28 02:56:22,server03,19.657,132.16,21.37
2018-02-28 02:57:00,2018-02-28 02:57:23,server03,19.709,130.9,22.21
2018-02-28 02:58:00,2018-02-28 02:58:22,server03,22.306,131.46,22.84
2018-02-28 02:59:00,2018-02-28 02:59:23,server03,21.237,130.55,20.82
2018-02-28 03:00:00,2018-02-28 03:00:23,server03,21.613,129.18,21.35
